genome_id,genome_id,source,organism,genus,species,strain,closest_placement_reference,contigs,gc_content,genome_len,bgcs_count,bgcs_on_contig_edge,protoclusters_count,cand_clusters_count
GCF_001436125.1,GCF_001436125.1,ncbi,,,,,,47,0.3514852564508543,1926334,1.0,0.0,1.0,1.0
GCF_011058735.1,GCF_011058735.1,ncbi,,,,,,2,0.33263390597701137,1503611,1.0,0.0,1.0,1.0
GCF_011058755.1,GCF_011058755.1,ncbi,,,,,,2,0.33199796743113547,1507452,2.0,0.0,2.0,2.0
GCF_011058695.1,GCF_011058695.1,ncbi,,,,,,2,0.3318595956197567,1474256,3.0,0.0,3.0,3.0
GCF_011058715.1,GCF_011058715.1,ncbi,,,,,,1,0.33269693856168014,1379123,2.0,0.0,2.0,2.0
GCF_010748955.1,GCF_010748955.1,ncbi,,,,,,1,0.3335230128272625,1339101,0.0,0.0,0.0,0.0
GCF_011058775.1,GCF_011058775.1,ncbi,,,,,,1,0.3308576628497763,1318700,1.0,0.0,1.0,1.0
GCF_011058795.1,GCF_011058795.1,ncbi,,,,,,1,0.3301656041654308,1314822,0.0,0.0,0.0,0.0
GCF_009556455.1,GCF_009556455.1,ncbi,,,,,,1,0.33267723034056956,1363099,1.0,0.0,1.0,1.0
GCF_009857205.1,GCF_009857205.1,ncbi,,,,,,1,0.33200637959491225,1331119,2.0,0.0,2.0,2.0
GCF_002884705.1,GCF_002884705.1,ncbi,,,,,,14,0.32663436224197795,1310450,1.0,1.0,1.0,1.0
GCF_002884695.1,GCF_002884695.1,ncbi,,,,,,16,0.32673240006622395,1304664,3.0,1.0,3.0,3.0
GCF_019459565.1,GCF_019459565.1,ncbi,,,,,,17,0.32561939715605115,1223932,0.0,0.0,0.0,0.0
GCF_002871595.1,GCF_002871595.1,ncbi,,,,,,13,0.3251566724446575,1409948,1.0,1.0,1.0,1.0
GCF_000227195.1,GCF_000227195.1,ncbi,,,,,,12,0.3255250948834334,1274722,1.0,1.0,1.0,1.0
GCF_902374445.1,GCF_902374445.1,ncbi,,,,,,12,0.3255250948834334,1274722,1.0,1.0,1.0,1.0
GCF_002892385.1,GCF_002892385.1,ncbi,,,,,,34,0.32686378391501325,1276905,1.0,1.0,1.0,1.0
GCF_000177755.1,GCF_000177755.1,ncbi,,,,,,7,0.3273276911987672,1287456,1.0,0.0,1.0,1.0
GCF_000185405.1,GCF_000185405.1,ncbi,,,,,,7,0.32018824965112797,1238993,0.0,0.0,0.0,0.0
GCF_001435015.1,GCF_001435015.1,ncbi,,,,,,58,0.3251873337977071,1267657,1.0,1.0,1.0,1.0
GCF_000160875.1,GCF_000160875.1,ncbi,,,,,,12,0.3230096841933896,1277649,1.0,0.0,1.0,1.0
GCF_000149085.1,GCF_000149085.1,ncbi,,,,,,35,0.3266013072891505,1312334,1.0,1.0,1.0,1.0
GCF_000149065.1,GCF_000149065.1,ncbi,,,,,,27,0.3261942377408891,1310250,2.0,2.0,2.0,2.0
GCF_000179955.1,GCF_000179955.1,ncbi,,,,,,28,0.3267507108718011,1322320,2.0,2.0,2.0,2.0
GCF_000179935.1,GCF_000179935.1,ncbi,,,,,,37,0.323608167356729,1368717,2.0,1.0,2.0,2.0
GCF_000179975.1,GCF_000179975.1,ncbi,,,,,,24,0.32646249466970584,1303868,1.0,1.0,1.0,1.0
GCF_000179995.1,GCF_000179995.1,ncbi,,,,,,25,0.32467846675794415,1273041,1.0,1.0,1.0,1.0
GCF_000204435.1,GCF_000204435.1,ncbi,,,,,,52,0.32524997521519844,1281027,2.0,2.0,2.0,2.0
GCF_000149145.1,GCF_000149145.1,ncbi,,,,,,31,0.3256990241429024,1283897,1.0,1.0,1.0,1.0
GCF_000191685.1,GCF_000191685.1,ncbi,,,,,,21,0.32553875171658647,1257583,1.0,1.0,1.0,1.0
GCF_000191705.1,GCF_000191705.1,ncbi,,,,,,31,0.3265262179712379,1323615,2.0,2.0,2.0,2.0
GCF_910574115.1,GCF_910574115.1,ncbi,,,,,,11,0.35551127657349385,1979369,2.0,0.0,2.0,2.0
GCF_910574025.1,GCF_910574025.1,ncbi,,,,,,17,0.3556373773954195,1982899,2.0,0.0,2.0,2.0
GCF_910574335.1,GCF_910574335.1,ncbi,,,,,,14,0.35559674389985985,1981143,2.0,0.0,2.0,2.0
GCF_910575535.1,GCF_910575535.1,ncbi,,,,,,20,0.3555077459187152,1980075,2.0,0.0,2.0,2.0
GCF_910576825.1,GCF_910576825.1,ncbi,,,,,,29,0.35557280001533836,1981957,2.0,0.0,2.0,2.0
GCF_004793775.1,GCF_004793775.1,ncbi,,,,,,35,0.35492908396272205,2014918,2.0,0.0,2.0,2.0
GCF_001435325.1,GCF_001435325.1,ncbi,,,,,,55,0.3534121639271667,2009795,5.0,1.0,5.0,5.0
GCF_007989525.1,GCF_007989525.1,ncbi,,,,,,73,0.4529028302331498,2991167,3.0,2.0,3.0,3.0
GCF_018094625.1,GCF_018094625.1,ncbi,,,,,,44,0.3433419219013432,1616878,1.0,1.0,1.0,1.0
GCF_001936235.1,GCF_001936235.1,ncbi,,,,,,1,0.3443798944259508,1672949,1.0,0.0,1.0,1.0
GCF_009730255.1,GCF_009730255.1,ncbi,,,,,,1,0.34465845338060025,1609019,1.0,0.0,1.0,1.0
GCF_019459545.1,GCF_019459545.1,ncbi,,,,,,40,0.34339785708745607,1624518,1.0,1.0,1.0,1.0
GCF_008726405.1,GCF_008726405.1,ncbi,,,,,,38,0.3424114960570074,1657751,1.0,0.0,1.0,1.0
GCF_007786095.1,GCF_007786095.1,ncbi,,,,,,52,0.3403884321116517,1730238,1.0,0.0,1.0,1.0
GCF_008728065.1,GCF_008728065.1,ncbi,,,,,,50,0.3417089736027993,1632711,0.0,0.0,0.0,0.0
GCF_011714625.1,GCF_011714625.1,ncbi,,,,,,45,0.34142848414931737,1669518,1.0,1.0,1.0,1.0
GCF_012030285.1,GCF_012030285.1,ncbi,,,,,,41,0.34315671701991096,1710714,1.0,0.0,1.0,1.0
GCF_008726555.1,GCF_008726555.1,ncbi,,,,,,59,0.34202507327745524,1739621,1.0,1.0,1.0,1.0
GCF_011714655.1,GCF_011714655.1,ncbi,,,,,,42,0.3418396914285505,1634111,1.0,1.0,1.0,1.0
GCF_012029775.1,GCF_012029775.1,ncbi,,,,,,40,0.3432425250298198,1648234,1.0,0.0,1.0,1.0
GCF_007785915.1,GCF_007785915.1,ncbi,,,,,,62,0.34227998700590395,1677685,1.0,1.0,1.0,1.0
GCF_012029675.1,GCF_012029675.1,ncbi,,,,,,44,0.3432802334772299,1644700,1.0,0.0,1.0,1.0
GCF_008726325.1,GCF_008726325.1,ncbi,,,,,,67,0.3403962620889173,1764943,1.0,1.0,1.0,1.0
GCF_011029225.1,GCF_011029225.1,ncbi,,,,,,80,0.34346672121993155,1681537,1.0,1.0,1.0,1.0
GCF_001742045.1,GCF_001742045.1,ncbi,,,,,,69,0.3423432189174766,1675234,1.0,0.0,1.0,1.0
GCF_002848045.1,GCF_002848045.1,ncbi,,,,,,71,0.34211601981598144,1756562,1.0,0.0,1.0,1.0
GCF_007786155.1,GCF_007786155.1,ncbi,,,,,,52,0.34252472436473763,1690640,1.0,0.0,1.0,1.0
GCF_007786035.1,GCF_007786035.1,ncbi,,,,,,70,0.34286879014303806,1616563,0.0,0.0,0.0,0.0
GCF_007786085.1,GCF_007786085.1,ncbi,,,,,,56,0.34232773732659,1608111,1.0,0.0,1.0,1.0
GCF_000162435.1,GCF_000162435.1,ncbi,,,,,,18,0.3337370955806534,1648660,1.0,0.0,1.0,1.0
GCF_000175035.1,GCF_000175035.1,ncbi,,,,,,57,0.34436155247219796,1688275,1.0,0.0,1.0,1.0
GCF_000161895.2,GCF_000161895.2,ncbi,,,,,,4,0.3401392535934198,1639455,1.0,0.0,1.0,1.0
GCF_001436455.1,GCF_001436455.1,ncbi,,,,,,99,0.3432458291087881,1610627,1.0,1.0,1.0,1.0
GCF_001012655.1,GCF_001012655.1,ncbi,,,,,,91,0.34015408461711377,1614827,1.0,0.0,1.0,1.0
GCF_001012745.1,GCF_001012745.1,ncbi,,,,,,74,0.3398329839471083,1624754,1.0,0.0,1.0,1.0
GCF_001012675.1,GCF_001012675.1,ncbi,,,,,,65,0.3417534955925463,1667743,0.0,0.0,0.0,0.0
GCF_000159335.1,GCF_000159335.1,ncbi,,,,,,1,0.3430917493855289,1604632,1.0,0.0,1.0,1.0
GCF_000162335.1,GCF_000162335.1,ncbi,,,,,,17,0.3332449088695929,1722751,1.0,0.0,1.0,1.0
GCF_014841035.1,GCF_014841035.1,ncbi,,,,,,3,0.3499792827103673,2015225,1.0,0.0,1.0,1.0
GCF_001714745.1,GCF_001714745.1,ncbi,,,,,,2,0.3484052357320559,2159316,4.0,0.0,5.0,4.0
GCF_004011315.1,GCF_004011315.1,ncbi,,,,,,1,0.34912062179761877,1999879,1.0,0.0,1.0,1.0
GCF_013487865.1,GCF_013487865.1,ncbi,,,,,,1,0.3440957579013197,1995616,4.0,0.0,4.0,4.0
GCF_002176835.1,GCF_002176835.1,ncbi,,,,,,3,0.35088744069448047,2042390,0.0,0.0,0.0,0.0
GCF_002176855.1,GCF_002176855.1,ncbi,,,,,,3,0.35089798795188515,2010439,0.0,0.0,0.0,0.0
GCF_003316915.1,GCF_003316915.1,ncbi,,,,,,1,0.34705813008192316,1959519,1.0,0.0,1.0,1.0
GCF_014058685.1,GCF_014058685.1,ncbi,,,,,,1,0.3467312966584265,1951416,1.0,0.0,1.0,1.0
GCF_010586925.1,GCF_010586925.1,ncbi,,,,,,3,0.34536507780542375,2177933,1.0,0.0,1.0,1.0
GCF_009769185.1,GCF_009769185.1,ncbi,,,,,,5,0.34525783351626715,1937859,2.0,0.0,2.0,2.0
GCF_003428395.1,GCF_003428395.1,ncbi,,,,,,1,0.34717068193657913,1898461,1.0,0.0,1.0,1.0
GCF_007876425.1,GCF_007876425.1,ncbi,,,,,,2,0.3465141563528588,2081433,1.0,0.0,1.0,1.0
GCF_004010015.1,GCF_004010015.1,ncbi,,,,,,3,0.3474156772044269,1979358,2.0,0.0,2.0,2.0
GCF_019459625.1,GCF_019459625.1,ncbi,,,,,,16,0.34380728971594154,1674057,1.0,0.0,1.0,1.0
GCF_004684975.1,GCF_004684975.1,ncbi,,,,,,17,0.34468002937333597,2128461,1.0,0.0,1.0,1.0
GCF_018917265.1,GCF_018917265.1,ncbi,,,,,,25,0.3446700650458531,1918954,1.0,0.0,1.0,1.0
GCF_002253285.1,GCF_002253285.1,ncbi,,,,,,73,0.3433761482417576,1945039,2.0,2.0,2.0,2.0
GCF_002253245.1,GCF_002253245.1,ncbi,,,,,,88,0.3438216136206772,1954499,2.0,2.0,2.0,2.0
GCF_008868555.1,GCF_008868555.1,ncbi,,,,,,32,0.3451750779160649,1736484,1.0,1.0,1.0,1.0
GCF_002253165.1,GCF_002253165.1,ncbi,,,,,,96,0.3438461189770534,1963387,2.0,2.0,2.0,2.0
GCF_002253185.1,GCF_002253185.1,ncbi,,,,,,75,0.3434825357507556,1950728,2.0,2.0,2.0,2.0
GCF_002253275.1,GCF_002253275.1,ncbi,,,,,,120,0.3440238928065688,1961762,2.0,2.0,2.0,2.0
GCF_011959745.1,GCF_011959745.1,ncbi,,,,,,54,0.3431391971455555,1908042,2.0,1.0,2.0,2.0
GCF_020026475.1,GCF_020026475.1,ncbi,,,,,,94,0.34365542918787695,1799247,0.0,0.0,0.0,0.0
GCF_002253205.1,GCF_002253205.1,ncbi,,,,,,93,0.34377110877674116,1973409,2.0,2.0,2.0,2.0
GCF_001572665.1,GCF_001572665.1,ncbi,,,,,,49,0.34232232303986004,2064674,1.0,0.0,1.0,1.0
GCF_002160105.1,GCF_002160105.1,ncbi,,,,,,42,0.3460880051059032,1784601,1.0,0.0,1.0,1.0
GCF_004569425.1,GCF_004569425.1,ncbi,,,,,,102,0.34753312815229576,1925779,1.0,1.0,1.0,1.0
GCF_015235065.1,GCF_015235065.1,ncbi,,,,,,101,0.34751594024045923,1925316,1.0,1.0,1.0,1.0
GCF_910574655.1,GCF_910574655.1,ncbi,,,,,,58,0.34359128706641784,1983534,1.0,1.0,1.0,1.0
GCF_002156645.1,GCF_002156645.1,ncbi,,,,,,49,0.3444958914658047,1898609,2.0,2.0,2.0,2.0
GCF_902362355.1,GCF_902362355.1,ncbi,,,,,,39,0.3433680930947682,1972012,1.0,1.0,1.0,1.0
GCF_010206295.1,GCF_010206295.1,ncbi,,,,,,43,0.34418651007010653,1906385,1.0,1.0,1.0,1.0
GCF_910574385.1,GCF_910574385.1,ncbi,,,,,,54,0.34349849770303714,1981965,1.0,1.0,1.0,1.0
GCF_910574395.1,GCF_910574395.1,ncbi,,,,,,53,0.34345425173599503,1988917,1.0,1.0,1.0,1.0
GCF_910576225.1,GCF_910576225.1,ncbi,,,,,,65,0.343683754543894,1986457,1.0,1.0,1.0,1.0
GCF_009708135.1,GCF_009708135.1,ncbi,,,,,,41,0.34307697312005625,2121247,1.0,1.0,1.0,1.0
GCF_012843525.1,GCF_012843525.1,ncbi,,,,,,56,0.34551127126737546,1726647,0.0,0.0,0.0,0.0
GCF_002270005.1,GCF_002270005.1,ncbi,,,,,,69,0.3439619335573093,1901097,1.0,1.0,1.0,1.0
GCF_002553705.1,GCF_002553705.1,ncbi,,,,,,76,0.3457315730058647,1743312,0.0,0.0,0.0,0.0
GCF_001433975.1,GCF_001433975.1,ncbi,,,,,,37,0.3443331891819966,1773599,0.0,0.0,0.0,0.0
GCF_000159355.1,GCF_000159355.1,ncbi,,,,,,32,0.34316334915099644,1780499,0.0,0.0,0.0,0.0
GCF_000204985.1,GCF_000204985.1,ncbi,,,,,,1,0.34781284232346155,1966342,2.0,0.0,2.0,2.0
GCF_000091405.1,GCF_000091405.1,ncbi,,,,,,3,0.34429191156204975,1785116,0.0,0.0,0.0,0.0
GCF_000498675.1,GCF_000498675.1,ncbi,,,,,,1,0.3448327752906211,1887251,2.0,0.0,2.0,2.0
GCF_000008065.1,GCF_000008065.1,ncbi,,,,,,1,0.3461124638425916,1992676,1.0,0.0,1.0,1.0
GCF_001434335.1,GCF_001434335.1,ncbi,,,,,,108,0.36089096762086237,2078190,1.0,1.0,1.0,1.0
GCF_014656585.1,GCF_014656585.1,ncbi,,,,,,3,0.3762119105608396,2173634,1.0,0.0,2.0,3.0
GCF_900103655.1,GCF_900103655.1,ncbi,,,,,,84,0.3720612878798502,2281952,3.0,3.0,3.0,3.0
GCF_002276565.1,GCF_002276565.1,ncbi,,,,,,97,0.37396735269252185,2133836,1.0,1.0,1.0,1.0
GCF_009184665.1,GCF_009184665.1,ncbi,,,,,,1,0.37379331783357406,2316165,1.0,0.0,1.0,1.0
GCF_000214785.1,GCF_000214785.1,ncbi,,,,,,3,0.3735582527076303,2354088,3.0,0.0,3.0,3.0
GCF_000615685.1,GCF_000615685.1,ncbi,,,,,,123,0.3721380886637966,2254088,3.0,3.0,3.0,3.0
GCF_001435275.1,GCF_001435275.1,ncbi,,,,,,133,0.37215440770257563,2257219,3.0,3.0,3.0,3.0
GCF_001434195.1,GCF_001434195.1,ncbi,,,,,,138,0.37460692181969246,2085781,1.0,1.0,1.0,1.0
GCF_000970755.1,GCF_000970755.1,ncbi,,,,,,13,0.35118700053909885,2186983,1.0,0.0,1.0,1.0
GCF_014323605.1,GCF_014323605.1,ncbi,,,,,,39,0.3570966285409633,1911309,0.0,0.0,0.0,0.0
GCF_001434435.1,GCF_001434435.1,ncbi,,,,,,45,0.3750150418503516,1911334,0.0,0.0,0.0,0.0
GCF_000615285.1,GCF_000615285.1,ncbi,,,,,,35,0.37499106437017476,1902496,0.0,0.0,0.0,0.0
GCF_003151025.1,GCF_003151025.1,ncbi,,,,,,1,0.3579227556584036,2018944,0.0,0.0,0.0,0.0
GCF_014324215.1,GCF_014324215.1,ncbi,,,,,,74,0.3589750293286078,2103748,0.0,0.0,0.0,0.0
GCF_000967195.1,GCF_000967195.1,ncbi,,,,,,7,0.34865024089185215,2118378,0.0,0.0,0.0,0.0
GCF_000970775.1,GCF_000970775.1,ncbi,,,,,,9,0.35505642083197275,2116151,2.0,1.0,2.0,2.0
GCF_003202825.1,GCF_003202825.1,ncbi,,,,,,4,0.3638463378255666,2036181,1.0,0.0,1.0,1.0
GCF_013346935.1,GCF_013346935.1,ncbi,,,,,,29,0.3610486512136744,2014626,0.0,0.0,0.0,0.0
GCF_014324185.1,GCF_014324185.1,ncbi,,,,,,34,0.3629075444474532,1979416,0.0,0.0,0.0,0.0
GCF_007095465.1,GCF_007095465.1,ncbi,,,,,,44,0.34226397559642613,1661396,1.0,0.0,1.0,1.0
GCF_012102935.1,GCF_012102935.1,ncbi,,,,,,42,0.34195562460151613,1695489,1.0,1.0,1.0,1.0
GCF_012102955.1,GCF_012102955.1,ncbi,,,,,,52,0.34178705487984967,1723383,1.0,0.0,1.0,1.0
GCF_902385715.1,GCF_902385715.1,ncbi,,,,,,69,0.3423432189174766,1675234,1.0,0.0,1.0,1.0
GCF_019469265.1,GCF_019469265.1,ncbi,,,,,,1,0.37871438260128804,2188116,1.0,0.0,1.0,1.0
GCF_019469365.1,GCF_019469365.1,ncbi,,,,,,1,0.37822891180355106,2151073,1.0,0.0,1.0,1.0
GCF_019469325.1,GCF_019469325.1,ncbi,,,,,,1,0.3746136495669774,1934772,0.0,0.0,0.0,0.0
GCF_002916935.1,GCF_002916935.1,ncbi,,,,,,21,0.37351633096671577,1838348,0.0,0.0,0.0,0.0
GCF_003584685.1,GCF_003584685.1,ncbi,,,,,,1,0.3489857723241565,1937632,2.0,0.0,2.0,2.0
GCF_900636895.1,GCF_900636895.1,ncbi,,,,,,1,0.3502129246068803,1982157,1.0,0.0,1.0,1.0
GCF_009734365.1,GCF_009734365.1,ncbi,,,,,,1,0.35023536624757484,1944204,1.0,0.0,1.0,1.0
GCF_003307275.1,GCF_003307275.1,ncbi,,,,,,16,0.34748305303415716,1914502,2.0,0.0,2.0,2.0
GCF_015550525.1,GCF_015550525.1,ncbi,,,,,,11,0.34482970455171486,2018492,2.0,0.0,2.0,2.0
GCF_003307255.1,GCF_003307255.1,ncbi,,,,,,15,0.3494115007040291,2027615,2.0,0.0,2.0,2.0
GCF_018588245.1,GCF_018588245.1,ncbi,,,,,,18,0.34877041262064795,2013399,2.0,0.0,2.0,2.0
GCF_015552765.1,GCF_015552765.1,ncbi,,,,,,10,0.3467456566723006,1915179,2.0,0.0,2.0,2.0
GCF_019972195.1,GCF_019972195.1,ncbi,,,,,,30,0.34862925463942596,1932890,3.0,1.0,3.0,3.0
GCF_019459585.1,GCF_019459585.1,ncbi,,,,,,36,0.348097699588307,1980602,2.0,1.0,2.0,2.0
GCF_003307295.1,GCF_003307295.1,ncbi,,,,,,26,0.34673720785087225,1969157,4.0,1.0,4.0,4.0
GCF_007785845.1,GCF_007785845.1,ncbi,,,,,,52,0.3483348202491853,2108391,3.0,2.0,3.0,3.0
GCF_015560405.1,GCF_015560405.1,ncbi,,,,,,42,0.34779819922308824,1997138,1.0,0.0,1.0,1.0
GCF_010092655.1,GCF_010092655.1,ncbi,,,,,,38,0.3468224811656594,1932640,2.0,1.0,2.0,2.0
GCF_014269295.2,GCF_014269295.2,ncbi,,,,,,5,0.34785393945230125,1941907,3.0,0.0,3.0,3.0
GCF_005886075.1,GCF_005886075.1,ncbi,,,,,,3,0.3476280657339661,2030305,2.0,1.0,2.0,2.0
GCF_000143645.1,GCF_000143645.1,ncbi,,,,,,8,0.34602394307740864,2011855,2.0,0.0,2.0,2.0
GCF_000406345.2,GCF_000406345.2,ncbi,,,,,,8,0.34814205258045605,1994163,4.0,0.0,4.0,4.0
GCF_004354755.1,GCF_004354755.1,ncbi,,,,,,22,0.3859316859906763,1900313,0.0,0.0,0.0,0.0
GCF_000297025.1,GCF_000297025.1,ncbi,,,,,,30,0.38609938710967473,1905398,0.0,0.0,0.0,0.0
GCF_001433915.1,GCF_001433915.1,ncbi,,,,,,44,0.38505976628785243,1868110,0.0,0.0,0.0,0.0
GCF_009695985.1,GCF_009695985.1,ncbi,,,,,,80,0.5098001234409414,2188901,5.0,2.0,5.0,5.0
GCF_000425905.1,GCF_000425905.1,ncbi,,,,,,23,0.35585137135642303,1542852,2.0,1.0,2.0,2.0
GCF_001435695.1,GCF_001435695.1,ncbi,,,,,,50,0.3563784374326916,1541412,2.0,1.0,2.0,2.0
GCF_003423665.1,GCF_003423665.1,ncbi,,,,,,40,0.339621290032167,1521745,0.0,0.0,0.0,0.0
GCF_001437205.1,GCF_001437205.1,ncbi,,,,,,32,0.46446353539511126,2086969,0.0,0.0,0.0,0.0
GCF_001436805.1,GCF_001436805.1,ncbi,,,,,,100,0.4586914852951826,2181802,0.0,0.0,0.0,0.0
GCF_013487845.1,GCF_013487845.1,ncbi,,,,,,2,0.4253519362665774,2187612,1.0,0.0,1.0,1.0
GCF_016742815.1,GCF_016742815.1,ncbi,,,,,,136,0.3653546701846179,2013293,1.0,0.0,1.0,1.0
GCF_000364185.1,GCF_000364185.1,ncbi,,,,,,28,0.33282324340679786,2012717,3.0,0.0,3.0,3.0
GCF_002900075.1,GCF_002900075.1,ncbi,,,,,,27,0.4406273129762158,3473609,4.0,0.0,4.0,4.0
GCF_007095435.1,GCF_007095435.1,ncbi,,,,,,55,0.34220331276779614,1660545,1.0,0.0,1.0,1.0
GCF_008084125.1,GCF_008084125.1,ncbi,,,,,,74,0.44566815206682614,3201382,4.0,4.0,4.0,4.0
GCF_002970915.1,GCF_002970915.1,ncbi,,,,,,4,0.4277496842415372,2552584,1.0,0.0,1.0,1.0
GCF_002970935.1,GCF_002970935.1,ncbi,,,,,,4,0.4314882472254951,2559736,0.0,0.0,0.0,0.0
GCF_021030645.1,GCF_021030645.1,ncbi,,,,,,88,0.4020493816222088,2595905,3.0,3.0,3.0,3.0
GCF_003028835.1,GCF_003028835.1,ncbi,,,,,,4,0.4438248812745161,3300892,6.0,0.0,7.0,8.0
GCF_003053265.1,GCF_003053265.1,ncbi,,,,,,125,0.462636415684985,3077542,2.0,1.0,2.0,2.0
GCF_003062105.1,GCF_003062105.1,ncbi,,,,,,113,0.4608261017970847,3155277,3.0,1.0,3.0,3.0
GCF_003053225.1,GCF_003053225.1,ncbi,,,,,,123,0.4607607078506387,3165131,3.0,1.0,3.0,3.0
GCF_003062185.1,GCF_003062185.1,ncbi,,,,,,139,0.4626616644730924,3079449,2.0,1.0,2.0,2.0
GCF_003062065.1,GCF_003062065.1,ncbi,,,,,,135,0.46566936862234104,2659185,3.0,3.0,3.0,3.0
GCF_003062085.1,GCF_003062085.1,ncbi,,,,,,126,0.46266793596745737,3077810,2.0,1.0,2.0,2.0
GCF_003062145.1,GCF_003062145.1,ncbi,,,,,,130,0.4609462906841186,3153196,3.0,1.0,3.0,3.0
GCF_003062125.1,GCF_003062125.1,ncbi,,,,,,109,0.46089450666483767,3149289,3.0,1.0,3.0,3.0
GCF_003692905.1,GCF_003692905.1,ncbi,,,,,,14,0.34813507586516446,1697683,3.0,0.0,3.0,3.0
GCF_003692825.1,GCF_003692825.1,ncbi,,,,,,17,0.3478168029539621,1634415,1.0,0.0,1.0,1.0
GCF_003692805.1,GCF_003692805.1,ncbi,,,,,,11,0.3474196193963071,1686321,4.0,0.0,4.0,4.0
GCF_003692995.1,GCF_003692995.1,ncbi,,,,,,13,0.3457542032475217,1654554,2.0,0.0,2.0,2.0
GCF_003692885.1,GCF_003692885.1,ncbi,,,,,,24,0.3487320936447566,1689833,2.0,0.0,2.0,2.0
GCF_003692775.1,GCF_003692775.1,ncbi,,,,,,24,0.3487652130297352,1690656,2.0,0.0,2.0,2.0
GCF_003692985.1,GCF_003692985.1,ncbi,,,,,,23,0.34878582239102957,1692133,2.0,0.0,2.0,2.0
GCF_003692865.1,GCF_003692865.1,ncbi,,,,,,22,0.34737223871969014,1629543,3.0,0.0,3.0,3.0
GCF_003692965.1,GCF_003692965.1,ncbi,,,,,,21,0.34745089536982426,1632789,3.0,0.0,3.0,3.0
GCF_003692755.1,GCF_003692755.1,ncbi,,,,,,21,0.34737699428530777,1630534,3.0,0.0,3.0,3.0
GCF_003693045.1,GCF_003693045.1,ncbi,,,,,,18,0.36303866709030735,1822299,0.0,0.0,0.0,0.0
GCF_003692935.1,GCF_003692935.1,ncbi,,,,,,22,0.3617104816234784,1925446,0.0,0.0,0.0,0.0
GCF_003693025.1,GCF_003693025.1,ncbi,,,,,,17,0.35498588939526116,2106926,0.0,0.0,0.0,0.0
GCF_003692925.1,GCF_003692925.1,ncbi,,,,,,15,0.36603599668811176,1866005,4.0,3.0,4.0,4.0
GCF_003692845.1,GCF_003692845.1,ncbi,,,,,,12,0.3671529846630665,1822333,1.0,0.0,1.0,1.0
GCF_019972815.1,GCF_019972815.1,ncbi,,,,,,21,0.35405996152173697,1901853,0.0,0.0,0.0,0.0
GCF_019972855.1,GCF_019972855.1,ncbi,,,,,,20,0.35432940537719715,1897085,0.0,0.0,0.0,0.0
GCF_019972835.1,GCF_019972835.1,ncbi,,,,,,45,0.3598355374810626,2053477,1.0,1.0,1.0,1.0
GCF_012641185.1,GCF_012641185.1,ncbi,,,,,,87,0.4829814441496884,2612707,1.0,1.0,1.0,1.0
GCF_012641105.1,GCF_012641105.1,ncbi,,,,,,111,0.48072965082151153,2597955,1.0,0.0,1.0,1.0
GCF_012641095.1,GCF_012641095.1,ncbi,,,,,,115,0.5039085287597713,2725578,1.0,1.0,1.0,1.0
GCF_012641075.1,GCF_012641075.1,ncbi,,,,,,139,0.4332613498626816,2607080,1.0,0.0,1.0,1.0
GCF_012641065.1,GCF_012641065.1,ncbi,,,,,,183,0.4805728026220024,2577572,1.0,0.0,1.0,1.0
GCF_001814405.1,GCF_001814405.1,ncbi,,,,,,102,0.4654552673184496,3103078,2.0,2.0,2.0,2.0
GCF_001812685.1,GCF_001812685.1,ncbi,,,,,,102,0.46438959882736863,3068654,2.0,1.0,2.0,2.0
GCF_001809765.1,GCF_001809765.1,ncbi,,,,,,73,0.4646481115705687,2950097,2.0,1.0,2.0,2.0
GCF_001812155.1,GCF_001812155.1,ncbi,,,,,,126,0.46452325743940714,2983067,1.0,1.0,1.0,1.0
GCF_001809645.1,GCF_001809645.1,ncbi,,,,,,83,0.4650879727869771,2977398,2.0,0.0,2.0,2.0
GCF_001809485.1,GCF_001809485.1,ncbi,,,,,,61,0.46520478733847764,2903158,2.0,1.0,2.0,2.0
GCF_001813825.1,GCF_001813825.1,ncbi,,,,,,97,0.4647645939424467,2870763,2.0,2.0,2.0,2.0
GCF_001815435.1,GCF_001815435.1,ncbi,,,,,,58,0.4645322907087452,2955618,2.0,1.0,2.0,2.0
GCF_001814335.1,GCF_001814335.1,ncbi,,,,,,172,0.4639824765924749,3040048,2.0,1.0,2.0,2.0
GCF_001809975.1,GCF_001809975.1,ncbi,,,,,,41,0.464958511206207,2894155,2.0,1.0,2.0,2.0
GCF_001810115.1,GCF_001810115.1,ncbi,,,,,,59,0.4647625413974467,2914129,2.0,1.0,2.0,2.0
GCF_001807635.1,GCF_001807635.1,ncbi,,,,,,46,0.4666453313332633,2837234,1.0,1.0,1.0,1.0
GCF_001816065.1,GCF_001816065.1,ncbi,,,,,,98,0.46274168410589983,2957890,2.0,2.0,2.0,2.0
GCF_002911475.1,GCF_002911475.1,ncbi,,,,,,82,0.37930859644689996,2366722,3.0,1.0,3.0,3.0
GCF_009834385.1,GCF_009834385.1,ncbi,,,,,,3,0.35070237818371885,2085415,4.0,1.0,4.0,4.0
GCF_011754295.1,GCF_011754295.1,ncbi,,,,,,2,0.46319841895051794,3044054,1.0,0.0,1.0,1.0
GCF_007570935.1,GCF_007570935.1,ncbi,,,,,,3,0.3348425059239564,2074205,5.0,0.0,5.0,5.0
