File,#Seq,Total bp,Avg,N50,N75,N90,auN,Min,Max
GCF_015235065.1,101,1925316,19062.5,91157,64710,38031,100511.662,228,191781
GCF_910574655.1,58,1983534,34198.9,89175,44566,17125,87145.113,355,176165
GCF_002156645.1,49,1898609,38747.1,88768,41918,22602,98438.736,253,235490
GCF_902362355.1,39,1972012,50564.4,93501,61036,34699,117909.978,315,237760
GCF_010206295.1,43,1906385,44334.5,79219,65410,39724,88551.312,620,156776
GCF_910574385.1,54,1981965,36703.1,78252,44578,16779,86398.039,1184,176167
GCF_910574395.1,53,1988917,37526.7,77680,47557,17886,83677.431,355,158340
GCF_910576225.1,65,1986457,30560.9,76806,47177,16767,76751.807,306,158434
GCF_009708135.1,41,2121247,51737.7,75746,41481,22690,105076.679,5465,283488
GCF_012843525.1,56,1726647,30833.0,70129,49947,24577,97392.569,515,276597
GCF_002270005.1,69,1901097,27552.1,58557,27636,13476,64767.236,1271,166788
GCF_002553705.1,76,1743312,22938.3,57954,24430,12936,64786.114,960,188380
GCF_001433975.1,37,1773599,47935.1,200944,157661,45362,196331.628,260,317645
GCF_000159355.1,32,1780499,55640.6,1030662,550939,167346,782895.587,213,1030662
GCF_000204985.1,1,1966342,1966342.0,1966342,1966342,1966342,1966342.000,1966342,1966342
GCF_000091405.1,3,1785116,595038.7,1755993,1755993,1755993,1727720.489,3471,1755993
GCF_000498675.1,1,1887251,1887251.0,1887251,1887251,1887251,1887251.000,1887251,1887251
GCF_000008065.1,1,1992676,1992676.0,1992676,1992676,1992676,1992676.000,1992676,1992676
GCF_001434335.1,108,2078190,19242.5,63592,26719,12856,62436.908,213,155348
GCF_014656585.1,3,2173634,724544.7,2149348,2149348,2149348,2125523.165,4472,2149348
GCF_900103655.1,84,2281952,27166.1,55780,25615,12095,82436.395,1062,236056
GCF_002276565.1,97,2133836,21998.3,72550,33018,14557,79178.947,209,198224
GCF_009184665.1,1,2316165,2316165.0,2316165,2316165,2316165,2316165.000,2316165,2316165
GCF_000214785.1,3,2354088,784696.0,2113023,2113023,194769,1913668.683,46296,2113023
GCF_000615685.1,123,2254088,18325.9,55089,23101,9589,66521.905,518,187029
GCF_001435275.1,133,2257219,16971.6,54815,24139,8920,77683.198,204,232554
GCF_001434195.1,138,2085781,15114.4,62697,28162,10374,87307.527,205,220323
GCF_000970755.1,13,2186983,168229.5,2055704,2055704,2055704,1937179.324,625,2055704
GCF_014323605.1,39,1911309,49007.9,380623,246846,91427,388668.413,251,662721
GCF_001434435.1,45,1911334,42474.1,114462,93635,63793,140775.727,215,231944
GCF_000615285.1,35,1902496,54357.0,108409,91351,40260,134243.590,802,228445
GCF_003151025.1,1,2018944,2018944.0,2018944,2018944,2018944,2018944.000,2018944,2018944
GCF_014324215.1,74,2103748,28429.0,518915,271562,255632,420018.482,257,614738
GCF_000967195.1,7,2118378,302625.4,2001565,2001565,2001565,1896675.011,610,2001565
GCF_000970775.1,9,2116151,235127.9,613917,425919,134927,583270.501,1378,801551
GCF_003202825.1,4,2036181,509045.2,1505590,335388,335388,1186083.809,6106,1505590
GCF_013346935.1,29,2014626,69469.9,284398,107248,56080,224129.522,1103,340829
GCF_014324185.1,34,1979416,58218.1,267556,138260,88656,232048.325,222,361121
GCF_007095465.1,44,1661396,37759.0,119604,80687,24066,112184.016,236,167545
GCF_012102935.1,42,1695489,40368.8,67456,46240,26596,117556.012,630,327027
GCF_012102955.1,52,1723383,33142.0,66175,43075,27167,143993.899,665,390811
GCF_902385715.1,69,1675234,24278.8,55969,26821,13500,58555.726,1049,124164
GCF_019469265.1,1,2188116,2188116.0,2188116,2188116,2188116,2188116.000,2188116,2188116
GCF_019469365.1,1,2151073,2151073.0,2151073,2151073,2151073,2151073.000,2151073,2151073
GCF_019469325.1,1,1934772,1934772.0,1934772,1934772,1934772,1934772.000,1934772,1934772
GCF_002916935.1,21,1838348,87540.4,267693,228859,134524,304916.607,317,493635
GCF_003584685.1,1,1937632,1937632.0,1937632,1937632,1937632,1937632.000,1937632,1937632
GCF_900636895.1,1,1982157,1982157.0,1982157,1982157,1982157,1982157.000,1982157,1982157
GCF_009734365.1,1,1944204,1944204.0,1944204,1944204,1944204,1944204.000,1944204,1944204
GCF_003307275.1,16,1914502,119656.4,448741,154442,101915,389663.382,1028,667074
GCF_015550525.1,11,2018492,183499.3,577137,219521,211911,565141.122,1002,840161
GCF_003307255.1,15,2027615,135174.3,454393,211308,114975,390843.645,1401,626774
GCF_018588245.1,18,2013399,111855.5,334163,133117,62190,477694.504,2068,863105
GCF_015552765.1,10,1915179,191517.9,393331,218251,197950,538351.917,1567,863074
GCF_019972195.1,30,1932890,64429.7,183270,108172,46160,311965.137,305,658260
GCF_019459585.1,36,1980602,55016.7,154712,80429,42419,276983.825,209,603720
GCF_003307295.1,26,1969157,75736.8,127936,81235,43671,152261.926,1372,331236
GCF_007785845.1,52,2108391,40546.0,111776,36327,24761,112526.573,629,203978
GCF_015560405.1,42,1997138,47550.9,95923,59839,30171,96973.660,1473,199181
GCF_010092655.1,38,1932640,50858.9,84066,54891,38150,96288.247,1001,168389
GCF_014269295.2,5,1941907,388381.4,1908034,1908034,1908034,1875122.717,297,1908034
GCF_005886075.1,3,2030305,676768.3,1967870,1967870,1967870,1908423.387,20726,1967870
GCF_000143645.1,8,2011855,251481.9,1145353,586060,202169,844211.271,1788,1145353
GCF_000406345.2,8,1994163,249270.4,1276267,420519,237475,934855.156,225,1276267
GCF_004354755.1,22,1900313,86377.9,312889,123353,49486,225402.526,1607,353280
GCF_000297025.1,30,1905398,63513.3,170009,74789,48522,154010.854,1359,313402
GCF_001433915.1,44,1868110,42457.0,168074,71460,33238,273136.276,266,620946
GCF_009695985.1,80,2188901,27361.3,72035,37728,14163,75286.897,1028,191493
GCF_000425905.1,23,1542852,67080.5,202854,99836,35260,250671.615,1059,436703
GCF_001435695.1,50,1541412,30828.2,163342,55268,25123,161765.146,218,317114
GCF_003423665.1,40,1521745,38043.6,133798,75597,40780,142922.926,303,257325
GCF_001437205.1,32,2086969,65217.8,230529,162754,84419,319881.203,209,509764
GCF_001436805.1,100,2181802,21818.0,529598,160531,80974,380126.718,201,640059
GCF_013487845.1,2,2187612,1093806.0,2150064,2150064,2150064,2113804.942,37548,2150064
GCF_016742815.1,136,2013293,14803.6,51519,32306,10707,52803.861,201,117891
GCF_000364185.1,28,2012717,71882.8,303444,267940,265952,374757.504,1037,629799
GCF_002900075.1,27,3473609,128652.2,623780,361832,76812,794940.466,510,1413468
GCF_007095435.1,55,1660545,30191.7,111706,66984,24066,107668.271,222,167020
GCF_008084125.1,74,3201382,43261.9,85434,59931,26831,116057.020,266,324322
GCF_002970915.1,4,2552584,638146.0,2494909,2494909,2494909,2439134.745,9970,2494909
GCF_002970935.1,4,2559736,639934.0,2449069,2449069,2449069,2345028.668,17059,2449069
GCF_021030645.1,88,2595905,29498.9,80407,41570,17841,73217.983,318,134701
GCF_003028835.1,4,3300892,825223.0,3232830,3232830,3232830,3166964.473,9209,3232830
GCF_003053265.1,125,3077542,24620.3,82388,54052,17082,94757.005,210,238281
GCF_003062105.1,113,3155277,27922.8,110781,57334,22978,127001.963,234,332819
GCF_003053225.1,123,3165131,25732.8,110781,57334,22978,127670.301,217,332819
GCF_003062185.1,139,3079449,22154.3,88198,54052,16439,99867.468,203,238330
GCF_003062065.1,135,2659185,19697.7,56511,30636,16280,82485.784,209,274948
GCF_003062085.1,126,3077810,24427.1,82006,54052,16918,97346.641,210,238435
GCF_003062145.1,130,3153196,24255.4,76672,48078,15600,108157.871,217,332819
GCF_003062125.1,109,3149289,28892.6,112002,51984,25354,120959.451,211,333043
GCF_003692905.1,14,1697683,121263.1,295058,115538,64234,261365.197,1862,390528
GCF_003692825.1,17,1634415,96142.1,317019,141134,61817,298323.543,1181,535376
GCF_003692805.1,11,1686321,153301.9,899205,389402,68784,587948.045,1660,899205
GCF_003692995.1,13,1654554,127273.4,358639,308478,65034,355667.347,1660,580535
GCF_003692885.1,24,1689833,70409.7,246046,108800,41736,217838.231,1327,393445
GCF_003692775.1,24,1690656,70444.0,246162,108800,41736,217865.901,1327,393445
GCF_003692985.1,23,1692133,73571.0,246571,123595,41736,248451.397,1327,458854
GCF_003692865.1,22,1629543,74070.1,118555,77919,59365,144983.132,1182,287769
GCF_003692965.1,21,1632789,77751.9,144842,77273,59364,214787.349,1182,389396
GCF_003692755.1,21,1630534,77644.5,120641,77138,59365,180886.789,1182,389396
GCF_003693045.1,18,1822299,101238.8,286675,178271,90026,244146.104,1445,385137
GCF_003692935.1,22,1925446,87520.3,207342,142346,73534,305400.499,1343,628410
GCF_003693025.1,17,2106926,123936.8,191996,141771,88641,232648.403,1453,467727
GCF_003692925.1,15,1866005,124400.3,516131,279308,104745,396377.390,1424,546781
GCF_003692845.1,12,1822333,151861.1,486883,205174,77094,551095.386,1364,838629
GCF_019972815.1,21,1901853,90564.4,207651,91040,73250,215721.198,1470,405279
GCF_019972855.1,20,1897085,94854.2,227448,164899,86108,219442.870,877,348870
GCF_019972835.1,45,2053477,45632.8,269731,100757,36923,257979.628,231,496366
GCF_012641185.1,87,2612707,30031.1,109455,63450,36046,105889.109,202,198032
GCF_012641105.1,111,2597955,23405.0,67772,37156,19074,75779.642,201,180564
GCF_012641095.1,115,2725578,23700.7,64529,39063,19148,76472.966,200,169946
GCF_012641075.1,139,2607080,18756.0,93017,54931,31118,119244.375,200,223506
GCF_012641065.1,183,2577572,14085.1,52156,26845,12185,62925.201,201,146735
GCF_001814405.1,102,3103078,30422.3,107683,55240,24543,107952.688,202,228299
GCF_001812685.1,102,3068654,30084.8,108914,38119,23258,148900.835,200,404008
GCF_001809765.1,73,2950097,40412.3,104887,62902,27222,103144.523,202,220642
GCF_001812155.1,126,2983067,23675.1,62607,34269,16562,69904.967,202,143134
GCF_001809645.1,83,2977398,35872.3,100179,51181,30586,140217.185,215,439389
GCF_001809485.1,61,2903158,47592.8,98235,75576,30806,119349.254,208,254314
GCF_001813825.1,97,2870763,29595.5,86059,49183,21263,87451.118,201,165267
GCF_001815435.1,58,2955618,50958.9,131626,94367,34304,158592.010,215,331479
GCF_001814335.1,172,3040048,17674.7,66712,34392,14000,79194.434,204,235227
GCF_001809975.1,41,2894155,70589.1,189692,125201,66185,225133.908,203,420621
GCF_001810115.1,59,2914129,49392.0,160169,95679,34319,191083.095,202,419436
GCF_001807635.1,46,2837234,61679.0,125241,60797,33409,115440.659,505,216835
GCF_001816065.1,98,2957890,30182.6,108573,55459,17137,109676.389,566,198375
GCF_002911475.1,82,2366722,28862.5,62571,35250,17238,74599.491,520,189954
GCF_009834385.1,3,2085415,695138.3,1996913,1996913,1996913,1914044.847,44217,1996913
GCF_011754295.1,2,3044054,1522027.0,2977259,2977259,2977259,2913395.336,66795,2977259
GCF_007570935.1,3,2074205,691401.7,1751556,1751556,315680,1527163.829,6969,1751556
GCF_008084135.1,32,3222735,100710.5,392423,274024,192982,411837.058,363,752771
GCF_016102085.1,28,1906036,68072.7,503571,217212,79224,568446.465,246,874009
GCF_016102045.1,23,1893647,82332.5,233061,175258,71679,207368.276,243,277172
GCF_016102025.1,23,1893881,82342.7,233061,175258,71679,207342.743,289,277172
GCF_016101625.1,30,1922347,64078.2,288747,188552,89253,301414.625,217,513462
GCF_016100885.1,27,2052057,76002.1,285121,135045,124854,273873.369,207,404628
GCF_016101265.1,21,1873011,89191.0,432048,205817,88063,349107.688,204,580602
GCF_014830205.1,75,2234040,29787.2,61728,31150,18329,67156.062,538,133132
GCF_900156885.1,11,2237367,203397.0,629577,273976,246256,616421.914,1160,909365
GCF_012843675.1,54,1979598,36659.2,93586,48897,20190,132486.720,511,323559
GCF_001006945.1,41,1879641,45844.9,154336,68633,21313,138636.003,400,257736
GCF_008084965.1,15,2516449,167763.3,543803,329447,107029,544563.310,310,891053
GCF_019303535.1,3,2035176,678392.0,1565139,1565139,447235,1302196.550,22802,1565139
GCF_002554085.1,92,2135287,23209.6,98422,48029,30567,138771.018,208,397222
GCF_002553895.1,103,2058292,19983.4,80646,39494,21111,90043.734,213,209783
GCF_002553955.1,92,2052788,22312.9,80646,38433,21060,83559.851,229,173522
GCF_002553775.1,119,2052925,17251.5,67757,43092,14064,80884.325,204,173986
GCF_002553805.1,180,1880872,10449.3,56219,26814,11751,65069.910,210,161815
GCF_016101055.1,13,1615870,124297.7,476626,321084,189059,452245.420,211,603520
GCF_016101075.1,14,1615711,115407.9,476800,321058,189075,452368.476,211,603520
GCF_016101045.1,13,1615352,124257.8,476626,321084,189075,452376.648,211,603520
GCF_016101025.1,15,1615918,107727.9,476626,321084,189075,452218.274,211,603520
GCF_016100985.1,17,1616545,95090.9,476626,321084,189075,452043.000,211,603520
GCF_016100965.1,14,1615666,115404.7,476705,321084,189075,452266.938,211,603424
GCF_016102125.1,9,1671404,185711.6,636780,636780,222227,547559.487,488,669841
GCF_016100925.1,25,1919511,76780.4,142590,117858,78487,175322.958,227,270813
GCF_016102065.1,20,1893757,94687.9,237521,193174,90816,218831.020,218,309833
GCF_016102055.1,13,1563676,120282.8,274335,195067,190141,460548.424,419,749210
GCF_016100935.1,24,2051377,85474.0,376721,257722,124854,396566.582,225,671792
GCF_016100975.1,21,2051322,97682.0,376965,257665,124854,397630.538,237,673285
GCF_000760615.1,32,2084639,65145.0,165078,107468,64450,163017.504,278,294759
GCF_000761135.1,2,1932531,966265.5,1926135,1926135,1926135,1919781.337,6396,1926135
GCF_017894345.1,3,2041763,680587.7,1893948,1893948,1893948,1766119.691,10527,1893948
GCF_002253105.1,58,2060317,35522.7,331339,83599,41262,282006.295,214,540732
GCF_002253375.1,59,1979473,33550.4,296319,149231,123577,246845.651,212,333158
GCF_002253445.1,49,1974245,40290.7,261927,149231,109196,231373.949,247,322756
GCF_002253565.1,46,1970493,42836.8,261142,123152,106463,265549.139,200,484166
GCF_002253455.1,63,1980563,31437.5,261575,123269,52844,213862.990,212,317375
GCF_002253395.1,89,1992878,22391.9,205917,123470,52076,236372.615,211,440261
GCF_002253615.1,43,1962867,45648.1,175347,113956,61600,192171.176,262,412359
GCF_002253195.1,99,2072815,20937.5,165016,59878,28483,174789.105,202,349313
GCF_002253365.1,70,1890716,27010.2,283490,137594,44875,253208.240,231,466622
GCF_002253385.1,48,1968469,41009.8,149290,97060,55346,148253.171,237,242714
GCF_002253325.1,115,1909170,16601.5,206079,61925,41013,219335.602,202,468725
GCF_009663675.1,56,2047602,36564.3,126976,84116,39776,146437.760,504,309677
GCF_002253605.1,70,1961538,28022.0,119539,42161,19964,132179.465,246,296325
GCF_002253475.1,78,2077973,26640.7,112633,65966,29047,169623.071,216,403476
GCF_002253065.1,64,2247115,35111.2,111259,84484,53335,155992.656,213,353867
GCF_002253145.1,126,2183367,17328.3,110960,64112,34316,122219.404,223,270037
GCF_002253575.1,72,1966478,27312.2,109745,53826,22000,122860.178,282,242723
GCF_002253095.1,74,2143834,28970.7,107536,64890,24464,122960.741,207,260324
GCF_002253025.1,65,2248719,34595.7,107357,84597,43742,153566.640,213,286012
GCF_002253075.1,113,2222139,19664.9,103861,58528,25706,107914.845,213,191952
GCF_002253265.1,116,2165113,18664.8,73058,22298,10951,120357.281,208,349604
GCF_002253465.1,120,2082266,17352.2,61673,40315,15068,127701.722,217,403140
GCF_002253535.1,127,2070979,16306.9,58850,30290,10865,107979.617,203,271604
GCF_001436695.1,52,1873389,36026.7,161620,58361,28959,268818.260,201,597410
GCF_002762335.1,1,1548794,1548794.0,1548794,1548794,1548794,1548794.000,1548794,1548794
GCF_016647595.1,2,2246389,1123194.5,2181027,2181027,2181027,2119468.608,65362,2181027
GCF_902374155.1,48,2248406,46841.8,475421,414471,311812,536073.411,201,831754
GCF_000159415.1,48,2248406,46841.8,475421,414471,311812,536073.411,201,831754
GCF_004009905.1,81,2215780,27355.3,72501,32680,15670,78525.034,556,165188
GCF_003946655.1,50,2639237,52784.7,94880,59392,28837,129311.449,1051,306787
GCF_003946695.1,63,2430829,38584.6,87739,40268,19382,89725.393,1140,194718
GCF_001435835.1,96,1898108,19772.0,76163,39908,11645,75879.512,209,164938
GCF_008831385.1,1,1836976,1836976.0,1836976,1836976,1836976,1836976.000,1836976,1836976
GCF_001436095.1,26,1807288,69511.1,266713,97024,68896,228065.412,209,438775
GCF_003946675.1,77,2393386,31082.9,51655,27587,17208,67307.773,1191,196041
GCF_003946215.1,107,2318206,21665.5,56694,26055,14323,56309.653,200,138883
GCF_003946645.1,33,2533661,76777.6,149975,91082,47732,216433.417,1802,465833
GCF_002224425.1,1,2114309,2114309.0,2114309,2114309,2114309,2114309.000,2114309,2114309
GCF_003410375.1,6,2175649,362608.2,2044903,2044903,2044903,1924931.302,2627,2044903
GCF_004088235.1,1,2042320,2042320.0,2042320,2042320,2042320,2042320.000,2042320,2042320
GCF_001698165.1,1,1986991,1986991.0,1986991,1986991,1986991,1986991.000,1986991,1986991
GCF_002224505.1,2,2002764,1001382.0,1985155,1985155,1985155,1967855.649,17609,1985155
GCF_019704515.1,2,2034110,1017055.0,1967462,1967462,1967462,1905181.469,66648,1967462
GCF_003957415.1,2,1986423,993211.5,1963257,1963257,1963257,1940631.332,23166,1963257
GCF_001723545.1,1,1940170,1940170.0,1940170,1940170,1940170,1940170.000,1940170,1940170
GCF_007954645.1,1,1915352,1915352.0,1915352,1915352,1915352,1915352.000,1915352,1915352
GCF_003254785.1,5,1951148,390229.6,1877486,1877486,1877486,1808239.218,4364,1877486
GCF_001663835.1,1,1848756,1848756.0,1848756,1848756,1848756,1848756.000,1848756,1848756
GCF_900178545.1,2,1901677,950838.5,1854704,1854704,1854704,1810051.544,46973,1854704
GCF_006540285.1,78,1808727,23188.8,54228,26793,14946,54556.044,541,121934
GCF_009683145.1,32,1977452,61795.4,158901,105323,38219,204520.433,206,431381
GCF_005049195.1,67,1871416,27931.6,66928,35361,15888,85189.600,575,199565
GCF_001981905.1,52,2001352,38487.5,62072,37899,19198,74152.620,2276,157116
GCF_001981925.1,77,1804716,23437.9,53150,19202,11031,63474.216,2153,179184
GCF_004101845.1,2,1916521,958260.5,1898076,1898076,1898076,1879986.037,18445,1898076
GCF_900258455.1,1,2045293,2045293.0,2045293,2045293,2045293,2045293.000,2045293,2045293
GCF_000615805.1,71,2107444,29682.3,56084,36729,18579,59550.917,724,150401
GCF_001435065.1,76,2122254,27924.4,56569,39123,18859,61184.254,221,150512
GCF_009025875.1,1,1807083,1807083.0,1807083,1807083,1807083,1807083.000,1807083,1807083
GCF_001436415.1,72,1834154,25474.4,156038,81781,54374,175197.264,201,301205
GCF_009676365.1,3,2018071,672690.3,1944111,1944111,1944111,1874492.159,20312,1944111
GCF_002953655.1,1,2103571,2103571.0,2103571,2103571,2103571,2103571.000,2103571,2103571
GCF_900234355.1,3,2098105,699368.3,2050232,2050232,2050232,2004476.243,1526,2050232
GCF_014081765.1,2,2062275,1031137.5,2006110,2006110,2006110,1953004.250,56165,2006110
GCF_900234375.1,2,2041677,1020838.5,1994583,1994583,1994583,1949661.572,47094,1994583
GCF_010092945.1,1,1994569,1994569.0,1994569,1994569,1994569,1994569.000,1994569,1994569
GCF_002250035.1,3,2075520,691840.0,1988548,1988548,1988548,1908028.306,11504,1988548
GCF_900234405.1,4,2056455,514113.8,1975965,1975965,1975965,1900354.585,11156,1975965
GCF_003288195.1,3,2032521,677507.0,1975341,1975341,1975341,1920758.805,14883,1975341
GCF_900234395.1,3,2011339,670446.3,1964671,1964671,1964671,1919729.236,13205,1964671
GCF_003627275.1,2,2015521,1007760.5,1964235,1964235,1964235,1915558.999,51286,1964235
GCF_003627235.1,2,2015501,1007750.5,1964215,1964215,1964215,1915539.025,51286,1964215
GCF_003627875.1,2,2015495,1007747.5,1964209,1964209,1964209,1915533.033,51286,1964209
GCF_003627315.1,2,2015489,1007744.5,1964205,1964205,1964205,1915530.837,51284,1964205
GCF_002370375.1,4,1994264,498566.0,1950487,1950487,1950487,1908254.461,4315,1950487
GCF_003288235.1,3,2037873,679291.0,1947603,1947603,1947603,1863331.011,44839,1947603
GCF_002224565.1,3,2056563,685521.0,1945884,1945884,1945884,1844971.242,26098,1945884
GCF_900234345.1,4,1957804,489451.0,1902372,1902372,1902372,1849167.247,11068,1902372
GCF_002105575.1,3,2079964,693321.3,2053862,2053862,2053862,2028251.342,13019,2053862
GCF_003288215.1,3,2039916,679972.0,1949750,1949750,1949750,1866456.728,14876,1949750
GCF_900215905.1,1,1824746,1824746.0,1824746,1824746,1824746,1824746.000,1824746,1824746
GCF_900216205.1,5,1977618,395523.6,1896060,1896060,1896060,1819392.540,6593,1896060
GCF_900215775.1,3,1896891,632297.0,1842916,1842916,1842916,1791891.987,2211,1842916
GCF_900215765.1,6,1880442,313407.0,1799177,1799177,1799177,1722864.751,2855,1799177
GCF_902386625.1,4,1957804,489451.0,1902372,1902372,1902372,1849167.247,11068,1902372
GCF_900408275.1,15,2064426,137628.4,1191731,395297,134492,795899.159,539,1191731
GCF_020514055.1,28,1908827,68172.4,193116,130618,92269,314298.008,253,640002
GCF_900290175.1,27,2033976,75332.4,178105,103032,68277,209714.001,571,423427
GCF_001981945.1,32,1923301,60103.2,168240,98875,34533,153492.392,2715,251639
GCF_002750585.1,28,2024467,72302.4,158631,85918,55289,148714.499,2230,235426
GCF_001981735.1,29,2006960,69205.5,142791,100148,42567,162209.694,2783,314386
GCF_002750655.1,28,2026516,72375.6,136230,85592,55487,132107.512,2232,235452
GCF_006538665.1,45,1936197,43026.6,117156,60886,37758,137741.598,545,286783
GCF_001593065.1,44,2005160,45571.8,116042,64511,37221,126116.470,541,287097
GCF_001981825.1,28,1953440,69765.7,109590,86082,44085,152338.159,2106,368082
GCF_901830485.1,97,1997834,20596.2,106269,61879,27886,115295.265,247,225697
GCF_004099995.1,71,1984378,27949.0,90831,53545,19087,85639.270,254,208798
GCF_003413685.1,41,1944239,47420.5,83749,49488,27688,129266.214,1033,355073
GCF_001981705.1,44,1940894,44111.2,73458,39477,23801,94069.801,2310,226700
GCF_002750615.1,49,1913054,39041.9,53665,40585,17728,72126.281,2028,142972
GCF_002751085.1,64,1952839,30513.1,52520,30916,14288,60882.182,2275,127886
GCF_001981795.1,67,1992567,29739.8,63521,33451,16095,61798.754,2004,152455
GCF_007992315.1,61,1974238,32364.6,102301,46088,20166,89905.488,719,149568
GCF_001435715.1,65,1985394,30544.5,108226,47706,25850,135350.078,212,355078
GCF_018437525.1,1,2030031,2030031.0,2030031,2030031,2030031,2030031.000,2030031,2030031
GCF_004354475.1,27,1936187,71710.6,240687,83748,54984,266573.643,1009,534742
GCF_007989165.1,47,1904248,40515.9,101684,46890,26397,118732.305,519,281285
GCF_000026065.1,1,1884661,1884661.0,1884661,1884661,1884661,1884661.000,1884661,1884661
GCF_002370355.1,2,1943136,971568.0,1936922,1936922,1936922,1930747.744,6214,1936922
GCF_001434065.1,42,1910253,45482.2,238265,80063,46842,249734.797,250,532815
GCF_000478625.2,38,2030219,53426.8,111457,58601,45812,109252.009,738,228953
GCF_905332535.1,24,1957595,81566.5,281786,123937,53200,331092.107,134,585218
GCF_905332525.1,29,1956494,67465.3,133231,95588,51450,160392.053,262,281786
GCF_005047285.1,25,2493821,99752.8,610029,133301,59696,436121.604,504,734446
GCF_018314255.1,2,2537205,1268602.5,2508572,2508572,2508572,2480585.261,28633,2508572
GCF_008369805.1,4,2583542,645885.5,2465035,2465035,2465035,2354261.639,14316,2465035
GCF_004354745.1,76,2551787,33576.1,65569,39990,20113,65637.631,407,167998
GCF_009495475.1,8,2498872,312359.0,2429733,2429733,2429733,2363455.066,1042,2429733
GCF_009495465.1,18,2761436,153413.1,2367010,2367010,63499,2037334.799,1012,2367010
GCF_005047575.1,38,2498219,65742.6,245977,116466,57991,298553.228,504,610004
GCF_005047265.1,38,2498046,65738.1,245952,116466,57991,298499.733,504,610029
GCF_005048025.1,38,2497693,65728.8,245952,116545,50943,304796.483,546,610029
GCF_005048055.1,27,2445621,90578.6,245952,133301,57991,260340.075,566,503838
GCF_005049205.1,37,2542267,68709.9,245952,116545,57991,323383.381,504,610029
GCF_005049145.1,40,2498525,62463.1,235856,116466,45301,268790.976,504,610029
GCF_005047235.1,44,2544838,57837.2,221549,116545,38660,262811.645,504,610004
GCF_009495485.1,18,2632545,146252.5,2432001,2432001,2432001,2248775.584,1295,2432001
GCF_009495555.1,18,2565639,142535.5,2367329,2367329,2367329,2185993.340,1257,2367329
GCF_005049245.1,90,2535187,28168.7,65294,37469,15082,68128.433,506,144738
GCF_007992235.1,91,2488928,27350.9,64263,38783,18386,64862.632,655,165268
GCF_009495565.1,28,2619333,93547.6,2369355,2369355,2369355,2144959.765,1055,2369355
GCF_009495585.1,17,2618891,154052.4,2394969,2394969,2394969,2193124.037,1087,2394969
GCF_009495575.1,48,2680462,55843.0,2381783,2381783,25491,2117730.765,1028,2381783
GCF_009495635.1,27,2618943,96997.9,2419936,2419936,2419936,2237162.013,1011,2419936
GCF_001434735.1,90,2446657,27185.1,64181,38528,19888,63205.240,233,165310
GCF_000211375.1,4,2588309,647077.2,2506301,2506301,2506301,2428141.696,10798,2506301
GCF_013167835.1,51,2652961,52018.8,179750,130282,57868,208592.615,300,372921
GCF_013167855.1,57,2646173,46424.1,236445,103013,43420,238449.731,303,451602
GCF_000298115.2,4,2563168,640792.0,2500564,2500564,2500564,2440740.743,2707,2500564
GCF_000785105.2,1,2095860,2095860.0,2095860,2095860,2095860,2095860.000,2095860,2095860
GCF_001434255.1,109,3261379,29920.9,129315,76973,48562,153350.485,203,381180
GCF_001435875.1,157,2859511,18213.4,51465,30935,13205,67691.612,203,184809
GCF_000583655.1,129,2844682,22051.8,51335,27932,13520,70721.416,539,184662
GCF_016860605.1,21,2917093,138909.2,280923,166519,81122,279841.030,1033,440690
GCF_009832765.1,6,3190226,531704.3,3071102,3071102,3071102,2957713.123,3528,3071102
GCF_011765585.1,1,2771862,2771862.0,2771862,2771862,2771862,2771862.000,2771862,2771862
GCF_008694025.1,1,2654177,2654177.0,2654177,2654177,2654177,2654177.000,2654177,2654177
GCF_004354795.1,92,2769673,30105.1,64589,33332,14540,87405.865,562,225015
GCF_902374015.1,106,3144656,29666.6,737616,596383,118942,947264.953,204,1433332
GCF_019955285.1,87,3200159,36783.4,70191,47488,24504,63630.539,1076,112640
GCF_019955265.1,80,3196181,39952.3,69754,44033,27794,64684.810,1076,115800
GCF_000159175.1,106,3144656,29666.6,737616,596383,118942,947264.953,204,1433332
GCF_001434655.1,125,2603106,20824.8,64046,32286,11415,87276.272,203,218898
GCF_000159315.1,113,2721039,24080.0,661593,495680,116829,595697.213,206,925662
GCF_009739535.1,2,2489034,1244517.0,2421275,2421275,2421275,2357205.208,67759,2421275
GCF_007989105.1,118,2486254,21069.9,66286,28440,13471,76440.872,517,182748
GCF_003131085.1,10,2570721,257072.1,2408480,2408480,2408480,2259796.783,344,2408480
GCF_902387495.1,10,2570721,257072.1,2408480,2408480,2408480,2259796.783,344,2408480
GCF_002276525.1,122,2452292,20100.8,54643,27757,14446,63851.408,211,182892
GCF_001436175.1,95,2229333,23466.7,68014,33513,14906,72666.098,246,174445
GCF_001434135.1,122,3006215,24641.1,83891,48036,20466,112666.745,203,322260
GCF_000242275.1,86,2987059,34733.2,112542,48033,21255,122724.266,504,340109
GCF_003864335.1,21,1971719,93891.4,471655,132917,95809,382703.142,793,556830
GCF_013184075.1,3,1509660,503220.0,914922,577397,577397,775519.171,17341,914922
GCF_019990885.1,47,2428673,51673.9,137314,71806,47737,150130.767,204,321369
GCF_001434145.1,21,2346188,111723.2,313629,205057,116154,380378.402,204,640906
GCF_000415925.1,40,2347132,58678.3,244550,200530,71760,340476.544,110,617647
